,ID,cell.names,DepmapModelType,cosmic.id,cell.names_nerd,cell.names.1
452,ACH-000252,LS1034,COAD,917486,LS1034,LS-1034
453,ACH-000501,LS123,COAD,907792,LS123,LS-123
454,ACH-000957,LS180,COAD,998189,LS180,LS-180
455,ACH-000985,LS411N,COAD,907794,LS411N,LS-411N
456,ACH-000007,LS513,COAD,907795,NA,LS-513
457,ACH-002051,LU134A,SCLC,,NA,LU-134-A
458,ACH-001549,LU135,SCLC,713899,LU135,LU-135
459,ACH-002052,LU139,SCLC,,NA,LU-139
460,ACH-002077,LU165,SCLC,,NA,LU-165
461,ACH-000438,LU65,GCLC,724863,LU65,LU-65
462,ACH-002158,LU99A,GCLC,907796,NA,LU-99A
463,ACH-000787,LXF289,LUAD,753592,LXF289,LXF-289
464,ACH-001118,M059J,GB,949094,NA,M059J
465,ACH-002159,M14,MEL,905975,NA,M14
466,ACH-002160,MCIXC,ES,908118,NA,MC-IXC
467,ACH-000583,MC116,MBN,907799,NA,MC116
468,ACH-000019,MCF7,BRCA,905946,MCF7,MCF7
469,ACH-000621,MDAMB157,IDC,925338,MDAMB157,MDA-MB-157
470,ACH-000759,MDAMB175VII,IDC,908120,NA,MDA-MB-175-VII
471,ACH-000768,MDAMB231,BRCA,905960,MDAMB231,MDA-MB-231
472,ACH-001358,MDAMB330,ILC,1330941,NA,MDA-MB-330
473,ACH-000934,MDAMB361,BRCA,908121,MDAMB361,MDA-MB-361
474,ACH-000876,MDAMB415,BRCA,924240,MDAMB415,MDA-MB-415
475,ACH-000573,MDAMB436,BRCNOS,1240172,MDAMB436,MDA-MB-436
476,ACH-000910,MDAMB453,BRCA,908122,MDAMB453,MDA-MB-453
477,ACH-000849,MDAMB468,BRCA,908123,MDAMB468,MDA-MB-468
478,ACH-000935,MDST8,COAD,1240173,NA,MDST8
479,ACH-000439,ME1,AML,1330942,ME1,ME-1
480,ACH-001359,ME180,CESC,687514,NA,ME-180
481,ACH-000072,MEG01,CMLBCRABL1,908126,MEG01,MEG-01
482,ACH-000450,MELHO,MEL,908124,MELHO,MEL-HO
483,ACH-000881,MELJUSO,SKCM,908125,MELJUSO,MEL-JUSO
484,ACH-000449,MESSA,USARC,908127,MESSA,MES-SA
485,ACH-000987,MEWO,SKCM,908128,NA,Mewo
486,ACH-000192,MFE280,UCEC,908129,MFE280,MFE-280
487,ACH-000879,MFE296,UCEC,908130,MFE296,MFE-296
488,ACH-000988,MFE319,UASC,1240174,MFE319,MFE-319
489,ACH-002271,MFHINO,MFH,925343,NA,MFH-ino
490,ACH-001819,MFM223,IDC,NA,MFM223,MFM-223
491,ACH-000359,MG63,OS,908131,MG63,MG-63
492,ACH-000020,MHHCALL2,BALL,908132,NA,MHH-CALL-2
493,ACH-000156,MHHCALL4,BALL,908133,MHHCALL4,MHH-CALL-4
494,ACH-000391,MHHES1,ES,908134,MHHES1,MHH-ES-1
495,ACH-000078,MHHNB11,NBL,908135,MHHNB11,MHH-NB-11
496,ACH-002272,MHHPREB1,NHL,908136,NA,MHH-PREB-1
497,ACH-000601,MIAPACA2,PAAD,724870,MIAPaCa2,MIA-PaCa-2
498,ACH-000351,MKN1,STAS,908138,NA,MKN1
499,ACH-002161,MKN28,TSTAD,908139,NA,MKN28
500,ACH-000356,MKN45,DSTAD,925340,MKN45,MKN45
501,ACH-000678,MKN7,TSTAD,924250,MKN7,MKN7
502,ACH-000058,ML1,THFO,1240178,ML1,ML-1
503,ACH-002273,ML2,AML,908141,NA,ML-2
504,ACH-002274,MLMA,HCL,908142,NA,MLMA
505,ACH-000763,MM1S,PCM,1659818,MM1S,MM1S
506,ACH-002162,MMACSF,MEL,925339,NA,MMAc-SF
507,ACH-002275,MN60,BL,908143,NA,MN-60
508,ACH-002339,MOT,HCL,,NA,Mo-T
509,ACH-001125,MOGGCCM,AASTR,908144,NA,MOG-G-CCM
510,ACH-001126,MOGGUVW,AASTR,908145,NA,MOG-G-UVW
511,ACH-000362,MOLM13,AML,1330947,NA,MOLM-13
512,ACH-000369,MOLM16,AML,1330948,NA,MOLM-16
513,ACH-000745,MOLP8,PCM,1330950,MOLP8,MOLP-8
514,ACH-000795,MOLT13,TALL,908146,NA,MOLT-13
515,ACH-000918,MOLT16,TALL,908147,MOLT16,MOLT-16
516,ACH-001127,MOLT4,TALL,905958,NA,MOLT-4
517,ACH-000006,MONOMAC6,AML,908148,NA,MONO-MAC-6
518,ACH-000319,MPP89,PLEMESO,908150,MPP89,MPP-89
519,ACH-002163,MRKNU1,ILC,908151,NA,MRK-nu-1
520,ACH-001131,MSDASH1,MCC,753594,NA,MS-1
521,ACH-001360,MS751,CESC,1240179,MS751,MS751
522,ACH-000335,MSTO211H,PLBMESO,908152,MSTO211H,MSTO-211H
523,ACH-000045,MV411,AML,908156,NA,MV-4-11
524,ACH-002276,MYM12,ALAL,1330960,NA,MY-M12
525,ACH-002164,MZ1PC,PAAD,753595,NA,MZ1-PC
526,ACH-002165,MZ2MEL,MEL,971777,NA,MZ2-MEL
527,ACH-002166,MZ7MEL,MEL,753596,NA,MZ7-mel
528,ACH-000938,NALM6,BALL,908158,NALM6,NALM-6
529,ACH-000944,NAMALWA,BL,908159,NAMALWA,NAMALWA
530,ACH-002277,NBTU110,NBL,1240181,NA,NB(TU)1-10
531,ACH-000804,NB1,NBL,949179,NA,NB1
532,ACH-002278,NB10,NBL,949171,NA,NB10
533,ACH-002279,NB12,NBL,949172,NA,NB12
534,ACH-002280,NB13,NBL,949177,NA,NB13
535,ACH-002281,NB14,NBL,949178,NA,NB14
536,ACH-002282,NB17,NBL,949175,NA,NB17
537,ACH-000294,NB4,APL,1323913,NB4,NB4
538,ACH-002283,NB5,NBL,949176,NA,NB5
539,ACH-002284,NB6,NBL,949173,NA,NB6
540,ACH-002083,NB69,NBL,NA,NA,NB69
541,ACH-002285,NB7,NBL,949174,NA,NB7
542,ACH-002167,NCC010,RCC,1509073,NA,NCC010
543,ACH-002168,NCC021,RCC,1509074,NA,NCC021
544,ACH-001578,NCCIT,EMBCA,908441,NA,NCCIT
545,ACH-000866,NCIH1048,SCLC,687995,NCIH1048,NCI-H1048
546,ACH-000514,NCIH1092,SCLC,687997,NCIH1092,NCI-H1092
547,ACH-000780,NCIH1105,SCLC,908468,NCIH1105,NCI-H1105
548,ACH-000980,NCIH1155,LCLC,908467,NCIH1155,NCI-H1155
549,ACH-000510,NCIH1299,LCLC,724831,NCIH1299,NCI-H1299
550,ACH-000129,NCIH1341,SCNEC,1330964,NA,NCI-H1341
551,ACH-000666,NCIH1355,LUAD,724866,NCIH1355,NCI-H1355
552,ACH-000852,NCIH1435,LUAD,1298347,NCIH1435,NCI-H1435
553,ACH-000830,NCIH1436,SCLC,908469,NCIH1436,NCI-H1436
554,ACH-000589,NCIH1437,LUAD,687794,NCIH1437,NCI-H1437
555,ACH-000506,NCIH146,SCLC,910899,NCIH146,NCI-H146
556,ACH-000892,NCIH1563,LUAD,753600,NCIH1563,NCI-H1563
557,ACH-000869,NCIH1568,LUAD,1298348,NCIH1568,NCI-H1568
558,ACH-000916,NCIH1573,LUAD,908472,NA,NCI-H1573
559,ACH-000015,NCIH1581,LCLC,908471,NCIH1581,NCI-H1581
560,ACH-000744,NCIH1623,LUAD,687798,NCIH1623,NCI-H1623
561,ACH-000766,NCIH1648,LUAD,687799,NA,NCI-H1648
562,ACH-000035,NCIH1650,NSCLC,687800,NCIH1650,NCI-H1650
563,ACH-000893,NCIH1651,LUAD,910900,NCIH1651,NCI-H1651
564,ACH-000448,NCIH1666,LUAD,908473,NCIH1666,NCI-H1666
565,ACH-002170,NCIH1688,SCLC,1298349,NA,NCI-H1688
566,ACH-000021,NCIH1693,LUAD,687802,NCIH1693,NCI-H1693
567,ACH-000431,NCIH1694,SCLC,688006,NA,NCI-H1694
568,ACH-000747,NCIH1703,LUSC,908474,NA,NCI-H1703
569,ACH-000675,NCIH1734,LUAD,722058,NA,NCI-H1734
570,ACH-000282,NCIH1755,LUAD,908475,NCIH1755,NCI-H1755
571,ACH-001362,NCIH1770,NSCLC,687804,NA,NCI-H1770
572,ACH-000379,NCIH1781,LUAD,1298350,NCIH1781,NCI-H1781
573,ACH-000496,NCIH1792,LUAD,724868,NCIH1792,NCI-H1792
574,ACH-000888,NCIH1793,LUAD,908463,NCIH1793,NCI-H1793
575,ACH-000559,NCIH1836,SCLC,1240182,NCIH1836,NCI-H1836
576,ACH-000733,NCIH1838,LUAD,687807,NA,NCI-H1838
577,ACH-000894,NCIH1869,LUSC,1240183,NA,NCI-H1869
578,ACH-000586,NCIH1876,SCLC,1330972,NCIH1876,NCI-H1876
579,ACH-000434,NCIH1915,LCLC,1240184,NCIH1915,NCI-H1915
580,ACH-000414,NCIH1944,LUAD,1240185,NCIH1944,NCI-H1944
581,ACH-000752,NCIH196,SMARCA4-UT,1240186,NCIH196,NCI-H196
582,ACH-000729,NCIH1963,SCLC,688010,NA,NCI-H1963
583,ACH-000587,NCIH1975,LUAD,924244,NCIH1975,NCI-H1975
584,ACH-001137,NCIH1993,LUAD,908476,NA,NCI-H1993
585,ACH-000886,NCIH2009,LUAD,724873,NA,NCI-H2009
586,ACH-000781,NCIH2023,LUAD,1240187,NCIH2023,NCI-H2023
587,ACH-000298,NCIH2029,SCLC,688011,NCIH2029,NCI-H2029
588,ACH-000521,NCIH2030,LUAD,722045,NCIH2030,NCI-H2030
589,ACH-000153,NCIH2052,PLSMESO,688058,NCIH2052,NCI-H2052
590,ACH-000727,NCIH2066,SCLC,1330973,NA,NCI-H2066
591,ACH-000394,NCIH2081,SCLC,908480,NCIH2081,NCI-H2081
592,ACH-000451,NCIH2085,LUAD,687812,NCIH2085,NCI-H2085
