pubchem_cid,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,qed,Molecular_weight,LogP,Number_of_HBA_1,Number_of_HBA_2,Number_of_HBD_1,Number_of_HBD_2,Number_of_acidic_groups,Number_of_aliphatic_OH_groups,Number_of_basic_groups,Fraction_of_rotatable_bonds,Number_of_heavy_bonds,Number_of_heterocycles,Number_of_hydrophobic_groups,MolarRefractivity,Number_of_bonds,Number_of_NO2_groups,Number_of_SO_groups,Number_of_OSO_groups,Number_of_SO2_groups,PolarSurfaceArea,Geometrical_diameter,Geometrical_radius,Geometrical_shape_coefficient,Kier_shape_1,Kier_shape_2,Zagreb_group_index_1,Zagreb_group_index_2,Ncharges,C,H,N,O,RNH2,R2NH,R3N,ROPO3,ROH,RCHO,RCOR,RCOOH,RCOOR,ROR,RCCH,RCN,RINGS,AROMATIC,F,Cl,Br,S,P,B,I,K,Sb,Hg,Pt,V,Zn,Cr,Se,As,abonds,atoms,dbonds,logP,nF,sbonds,tbonds
24180719,2.088807324,1145.776297,19.76722023,14.01506508,15.58749061,12.73118259,7.890175212,9.920404911,5.78603979,8.064343758,3.798836198,5.482158357,2.627162961,3.917295212,38.69181555,21.99316426,0,16.33893841,17.45422306,12.13273414,18.46005421,6.9237372,4.722094864,9.967957042,11.60093989,413.0412464,1.333333333,2.074074074,2.777777778,0.176470588,-2.52,27,399.721,1032455.966,19.24738073,7.241185927,3.787772176,158.1652359,14.7860448,0.345389271,14.7860448,0.232305136,0.035772838,0.232305136,-3.813967192,-0.345389271,3.8772,98.5947,413.833,2,6,0,0,0,1,2,3,4,2,10,0,6,0,0,0,142,4.983978521,11.46439806,5.817220841,15.8065361,0,0,9.516632049,22.1826056,0,0,18.52467709,24.61992283,23.34336285,22.02632469,3,21.99316426,44.1282637,0,9.967957042,0,13.34455882,10.47494847,58.37676633,0,0,4.722094864,14.46821637,0,11.60093989,29.92185258,10.02329115,11.63444168,29.26599899,30.59278835,5.022633314,11.03340144,0,91.92,0,2.061856165,0,0,0,0,0,0,52.77886353,25.18705808,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.599743859,413.833,3.8772,4,4,2,2,2,0,4,0.206896552,17,2,8,98.5947,29,0,2,0,1,91.92,4.72337441,0.001151959,0.99501976,34.9075135,27.83401276,144,171,0,17,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,27,3,1.4,2,10,0
24737642,1.527863585,1051.121264,24.94901851,20.2583915,21.07488808,16.88424915,12.42527461,13.30492742,9.491371494,10.38105246,7.193278248,8.139244798,5.01805695,5.963403133,11.85906167,18.7740266,0,35.59919211,17.80213589,49.95337506,35.60225415,19.35147195,4.899909731,15.61755573,0,500.2257401,1.085714286,1.8,2.485714286,0.538461538,-2.65,35,467.376,109266710.2,25.44313013,11.39084615,5.780650579,209.050522,13.83418437,0.342681623,13.83418437,0.245530895,0.057718359,0.245530895,-0.556037216,-0.342681623,3.8497,132.6619,500.64,2,7,1,1,2,1,1,2,6,2,9,0,8,1,1,2,188,15.53348694,22.56061336,0,17.59760441,0,0,14.38361155,9.374393569,0,11.33678588,19.26246487,69.83806999,17.48827067,12.08368166,4,18.7740266,28.93439028,0,20.51746546,5.917906046,69.99501105,13.59242839,51.72775507,0,0,10.63357721,4.390415048,0,11.33678588,53.1576027,9.589074368,11.73512689,78.97086976,29.64553104,0,0,0,91.4,0,1.36658466,0,0,0,0,0,0,13.23091056,69.23583812,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.537536696,500.64,3.8497,6,6,2,2,2,0,6,0.210526316,8,2,17,132.6619,38,0,0,0,0,91.4,4.944952596,0.000312073,0.971195159,52.24976509,41.9320701,182,215,0,26,0,4,3,0,1,0,0,0,0,1,0,0,0,0,0,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,35,3,2.7,1,24,0
24753719,1.935658501,806.387044,15.52673326,12.11418298,12.11418298,10.7070399,6.873099767,6.873099767,5.006236416,5.006236416,3.649611307,3.649611307,2.455225493,2.455225493,5.907179729,4.794537184,0,0,12.1082079,22.21588826,0,24.72262828,42.59504598,4.567099648,9.944115979,296.1160924,1.181818182,1.954545455,2.636363636,0.117647059,-2.79,22,280.198,167620.4347,14.16008693,5.90976533,2.662819146,127.2573219,11.53488144,0.4967682,11.53488144,0.274212096,0.421000848,0.274212096,-0.51472456,-0.4967682,2.8172,83.2867,296.326,2,5,0,0,0,2,1,3,4,2,5,0,4,0,0,0,112,9.303962602,5.749511833,0,0,5.907179729,0,10.00179021,5.480096598,0,0,18.19910121,41.28151105,23.82175219,7.109797541,3,14.73865316,16.81010466,0,10.04719625,0,6.544756406,7.109797541,65.8546831,0,5.749511833,10.21695955,0,5.749511833,0,22.79132994,6.544756406,0,15.92144017,54.72778012,0,10.90292493,0,63.49,0,0,0,0,0,0,0,0,2.060810658,50.43918934,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574595261,296.326,2.8172,4,4,2,2,2,0,4,0.166666667,10,1,4,83.2867,24,0,0,0,0,63.49,3.869898849,0.000788635,0.96641068,29.38069087,22.89209466,114,134,0,17,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,1,1.6,0,7,0
24776445,1.889033145,1117.053613,19.60408353,14.1096384,16.43799287,12.75303876,7.774342953,10.42168344,5.777545633,8.607681461,3.77840387,5.530939694,2.430448498,3.623029946,15.74443287,13.21233417,0,15.48156828,21.96739907,6.255769184,18.19910121,30.46231185,12.13273414,10.30076712,23.20187978,420.0102187,1,1.777777778,2.407407407,0.052631579,-2.41,27,407.193,968733.5208,19.35431191,7.680498333,4.471415305,166.4384389,12.53501575,0.321927338,12.53501575,0.25667468,0.049056633,0.25667468,-3.405450959,-0.321927338,4.7112,107.198,421.305,1,5,0,0,0,2,1,3,4,1,8,0,4,0,0,0,138,5.316788604,0,9.837253136,0,5.907179729,0,9.778515705,8.417796984,0,0,29.26824685,48.53093655,23.70345052,26.19812959,3,13.21233417,44.63369892,0,4.983978521,0,4.895483476,11.57255779,76.40286531,0,11.25737949,5.316788604,5.687386275,0,23.20187978,25.56472442,9.837253136,0,10.35798868,65.68963066,10.04526663,11.25737949,0,76.13,0,8.926031288,0,0,0,0,0,0,23.16754829,38.87864265,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.662102176,421.305,4.7112,4,4,1,1,1,0,4,0.137931034,17,1,6,107.198,29,0,2,0,1,76.13,5.058636206,0.000678287,0.990801782,34.22682907,28.21505117,142,165,0,19,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,27,3,2.9,0,8,0
24785538,1.306383695,1360.54317,23.2858818,18.6238304,18.6238304,16.49215163,11.37896902,11.37896902,9.058975837,9.058975837,6.59798477,6.59798477,4.490199704,4.490199704,11.4866226,9.184952232,0,5.907179729,42.15493519,17.63145034,31.17122095,4.515397894,36.21959171,30.91360115,4.983978521,461.2087846,1.294117647,2.176470588,2.970588235,0.347826087,-4.02,34,437.313,87602487.7,20.57731854,7.78624457,3.622769716,194.1478437,13.30074307,0.32505314,13.30074307,0.249614333,0.217132535,0.249614333,-0.877020698,-0.32505314,3.6051,124.6421,461.505,3,10,1,1,2,0,4,4,8,3,11,0,6,1,1,2,174,15.53348694,11.05562597,11.63572556,17.80321635,0,0,9.893218992,9.499376415,14.47307538,5.098681808,0,56.87249197,30.41980109,11.88422985,6,9.184952232,34.69533156,0,29.77940036,0,44.06385499,22.07824334,54.36714782,0,0,15.53348694,27.66186616,0,0,47.77026175,4.794537184,5.947697344,44.21885773,42.72552249,0,5.516700718,0,116.13,0,0,0,0,0,0,0,0,14.90906032,63.00760635,0,0,0,0,0,6,1,0,0,0,1,1,0,0,0,6,3,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.375756788,461.505,3.6051,8,8,3,3,3,0,8,0.153846154,20,6,9,124.6421,39,0,0,0,0,116.13,4.427042368,0.000193814,0.817052536,42.92318108,33.3415086,194,236,0,23,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,34,1,1.3,1,17,0
24788740,1.468716497,943.9057985,22.82769817,18.96107385,19.7170028,15.34624435,11.40213325,11.78009773,9.12815879,9.564594571,6.470514776,6.722491091,4.709538161,4.835526319,6.103966388,9.901064579,0,17.74299182,50.2090778,22.63869376,0,6.327320075,29.165378,40.95586698,11.60093989,457.2244529,1.1875,1.875,2.53125,0.541666667,-2.22,32,425.75,18587375.49,22.95558549,9.728883022,4.74757134,194.3538722,13.49737885,0.386770654,13.49737885,0.231031576,0.135952906,0.231031576,-0.515548065,-0.386770654,3.101,126.1485,458.006,2,7,1,1,2,1,1,2,6,2,8,0,6,0,1,1,172,20.22313546,12.14518285,0,5.907179729,0,0,4.794537184,9.967957042,0,0,44.50488563,30.0349133,49.35170766,17.71580043,4,9.901064579,23.3259824,0,20.18465538,0,51.17365253,37.62369176,52.43625264,0,0,10.21669833,5.817862778,0,11.60093989,64.64719676,4.794537184,0,61.95264268,30.59278835,5.022633314,0,0,81.59,0,6.063359895,0,0,0,0,0,0,0,63.88108455,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693273333,458.006,3.101,6,6,2,2,2,1,6,0.171428571,6,3,15,126.1485,35,0,0,0,0,81.59,4.770579299,0.000334366,0.958426355,47.77861101,38.26149888,170,202,0,24,0,5,2,0,1,0,0,1,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,1,2.9,0,22,0
24821094,1.500767607,1299.9887,22.7858818,18.09365196,18.09365196,16.13536159,10.87160457,10.87160457,7.974613838,7.974613838,5.853475237,5.853475237,4.241172498,4.241172498,0,4.794537184,0,11.94902056,35.63470502,29.9041184,12.40334018,4.899909731,59.27910655,16.54689273,15.56921224,440.196074,1.090909091,1.848484848,2.606060606,0.2,-4.2,33,416.315,59394803.67,20.68875669,8.738936643,4.025546245,190.8726799,12.17174686,0.45738383,12.17174686,0.245526934,0.005660024,0.245526934,-0.069879863,-0.45738383,4.2173,126.7354,440.507,2,8,0,1,1,2,2,4,7,1,8,0,5,0,1,1,166,15.37044016,29.33813451,5.647177221,5.907179729,0,0,4.794537184,14.64975998,5.098681808,0,24.77803689,55.31586576,18.6529643,11.42806504,5,9.531400138,22.75844394,0,24.64835152,0,18.88348407,18.82318029,73.57957948,0,22.75640315,10.47053043,5.817862778,11.49902367,0,43.64504406,4.794537184,0,18.88348407,73.57957948,0,22.29078092,0,99.16,0,0,0,0,0,0,0,0,1.888507469,71.2781592,0,0,0,1,0,4,0,0,0,0,1,1,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466703243,440.507,4.2173,7,7,1,1,1,0,7,0.135135135,17,3,7,126.7354,37,0,0,0,0,99.16,5.095987534,0.000833382,0.993819113,42.5812907,32.67048164,178,213,0,25,0,6,2,0,0,0,0,0,0,0,0,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,33,2,2.4,0,13,0
24856436,1.497548522,1475.306334,26.15612529,21.42475016,21.42475016,17.74053331,12.34729929,12.34729929,9.820872768,9.820872768,6.54765939,6.54765939,4.439902392,4.439902392,5.601050811,9.901064579,0,12.1040233,28.49353149,31.8664119,16.56603278,42.80439865,12.13273414,50.84390691,4.983978521,500.2648223,1.081081081,1.810810811,2.486486486,0.333333333,-4.02,37,468.351,241184185.4,24.66458182,9.794347262,4.979011599,215.0476194,13.18120387,0.384141309,13.18120387,0.278022187,0.242184183,0.278022187,-1.138382649,-0.384141309,2.886,145.7965,500.607,2,10,0,1,1,1,3,4,10,2,10,0,7,0,1,1,192,20.22313546,10.98727503,11.46504,5.948339281,5.559266895,0,4.794537184,19.33156291,4.983978521,6.578935684,12.14238718,57.29334879,43.75064174,12.2386844,5,5.106527395,28.35651327,0,29.21545116,0,25.99328162,43.44339594,77.36410092,0,5.817862778,15.77596523,17.32311183,0,0,67.54867617,12.14580722,0,19.54140239,66.11090603,0,16.85126421,0,104.34,0,0,0,0,0,0,0,0,3.162078028,78.42125531,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.37351787,500.607,2.886,10,10,2,2,2,1,10,0.170731707,13,4,10,145.7965,41,0,0,0,0,104.34,5.581396525,0.000401542,0.987520835,51.6982383,41.37552558,202,241,0,27,0,8,2,0,0,1,0,1,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,37,2,2.2,0,17,0
24866313,0.896967196,1751.192533,29.88189364,24.26410004,24.26410004,21.60248942,14.92508878,14.92508878,11.26553695,11.26553695,8.474973631,8.474973631,6.031020946,6.031020946,0,9.589074368,0,17.7322655,32.00343012,65.1536193,0,24.78737429,53.43084628,52.39864138,0,587.2757213,0.863636364,1.636363636,2.409090909,0.272727273,-5.16,44,554.424,24951461555,27.65987855,12.21530622,5.862949278,254.4956645,13.17221434,0.367980972,13.17221434,0.236371917,0.021560483,0.236371917,-0.163314911,-0.367980972,3.6911,168.7624,587.688,2,11,0,2,2,2,3,5,8,2,11,0,7,0,2,2,222,15.11660807,5.693927995,5.824404498,11.81435946,0,0,24.57164443,9.967957042,5.098681808,0,0,73.62924871,85.39905606,17.97936317,7,9.589074368,34.09205694,0,34.94911864,5.917906046,6.420821623,56.02999318,85.45104497,0,22.64523548,10.21669833,11.37477255,0,0,92.57677294,9.589074368,5.917906046,6.420821623,85.45104497,0,33.54816041,0,123.24,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,5,1,0,0,0,2,2,0,0,0,7,2,0,0,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.295688063,587.688,3.6911,8,8,2,2,2,0,8,0.14,23,5,12,168.7624,50,0,0,0,0,123.24,7.840085768,0.000405317,0.997313185,57.28723211,45.0226904,240,285,0,33,0,9,2,0,0,1,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,44,2,3.1,0,20,0
24905401,1.977145619,738.5899321,15.5791395,11.83035141,12.58628035,10.63117695,6.914956217,7.29292069,5.135619214,5.572054994,3.811211219,4.063187534,2.475133276,2.601121434,5.601050811,5.106527395,0,6.544756406,5.022633314,22.25380597,0,30.46231185,30.46231185,10.19736362,17.33460737,313.0981898,1,1.590909091,2.090909091,0.117647059,-2.14,22,297.66,173654.206,14.78299077,5.926701502,2.639121231,133.1101284,10.98843474,0.379053009,10.98843474,0.126747798,0.083025164,0.126747798,-1.236592183,-0.379053009,2.9247,87.5289,313.788,4,4,0,0,0,2,1,3,3,3,5,0,4,0,0,0,112,10.84019487,5.601050811,0,0,0,0,5.098681808,0,5.098681808,0,47.9991423,28.82308861,23.32768478,6.196843572,3,5.106527395,11.60093989,0,10.19736362,5.733667477,5.601050811,6.544756406,77.07415999,0,11.12690298,5.733667477,0,0,11.60093989,21.84864742,5.601050811,0,11.12690298,60.92462369,5.022633314,11.12690298,0,74.93,0,5.90703566,0,0,0,0,0,0,0,44.78740878,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692988446,313.788,2.9247,3,3,3,3,3,1,3,0.166666667,10,1,4,87.5289,24,0,0,0,0,74.93,4.111764366,0.000949539,0.981188767,27.90878928,21.37114189,116,138,0,17,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,0,2.5,0,7,0
24958200,1.670030225,876.0231087,16.51829709,13.4046053,13.4046053,11.72034669,8.314549537,8.314549537,6.316135189,6.316135189,4.727706532,4.727706532,3.412156036,3.412156036,5.907179729,4.794537184,0,0,16.99805826,24.1631233,18.40509474,10.74817,18.32957771,34.68093869,5.733667477,320.1637113,1.208333333,2.041666667,2.75,0.263157895,-2.66,24,300.236,618002.4917,14.90236391,6.091591861,2.672125442,140.0124918,11.54742992,0.365529746,11.54742992,0.250483804,0.452781095,0.250483804,-0.452781095,-0.365529746,2.5914,94.4326,320.396,3,5,0,1,1,2,1,3,4,2,5,0,3,0,1,1,122,11.05045608,5.516700718,0,0,5.907179729,0,4.794537184,4.681802935,5.098681808,0,24.26546827,49.0668584,18.12782419,11.25083777,4,4.794537184,16.81010466,0,15.09727335,5.733667477,18.75954929,13.08951281,59.78831603,0,5.687386275,11.05045608,0,0,0,28.77717728,0,0,34.68098946,48.66141305,0,16.59031121,0,72.94,0,0,0,0,0,0,0,0,1.805562484,50.02777085,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778873601,320.396,2.5914,4,4,2,2,2,0,4,0.111111111,10,2,7,94.4326,27,0,0,0,0,72.94,4.471042662,0.001645129,0.995438317,31.10917787,23.81891038,130,155,0,19,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,1,2.2,0,10,0
24964624,1.586197899,1478.230764,21.00142475,16.87676292,16.87676292,15.12194158,10.48115528,10.48115528,8.30851307,8.30851307,6.442642631,6.442642631,4.476000777,4.476000777,0,4.794537184,0,11.22866865,5.647177221,46.12885065,16.38496772,6.196843572,24.26546827,52.6619331,10.717646,407.1746103,0.967741935,1.741935484,2.451612903,0.16,-3.77,31,386.309,22021302.88,18.03531,6.617690246,2.794770804,177.9281641,12.02243652,0.347225117,12.02243652,0.347225117,0.184104846,0.321398289,-0.259690255,-0.321398289,4.2427,121.7021,407.477,3,6,1,0,1,2,3,5,5,2,6,0,3,1,0,1,152,5.733667477,0,5.647177221,0,0,5.689743398,0,19.27789212,5.098681808,0,54.59730362,42.52210199,28.24889602,11.21062871,6,0,16.55010215,0,19.58203674,5.733667477,24.80139012,0,88.9746134,0,22.38428247,11.42341088,0,0,0,19.58203674,5.538925252,0,24.82591636,77.72141851,0,38.93438462,0,89.07,0,0,0,0,0,0,0,0,1.506515204,64.7434848,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.468068132,407.477,4.2427,5,5,2,2,2,0,5,0.083333333,20,4,7,121.7021,36,0,0,0,0,89.07,4.519473561,0.000591805,0.982100818,35.90064145,26.28169802,180,222,0,25,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,1,3.1,0,8,0
24978538,1.017179646,2532.551918,46.40899138,36.44928959,39.65470828,30.86507465,21.68118537,26.01107489,17.4898325,22.61169354,12.18075361,16.46213864,8.491267153,11.63300166,52.79624858,34.8013763,0,10.97844196,56.11070876,74.70185079,40.60427964,12.13273414,47.18666434,45.99672633,16.33780284,973.2955098,0.861538462,1.538461538,2.2,0.425531915,-4.1,65,919.194,1.29334E+14,48.82235248,20.82219146,12.66871277,389.2527073,14.17796398,0.501490163,14.17796398,0.501490163,0.001861688,0.380358391,-6.05287182,-0.380358391,8.8332,251.8865,974.634,2,11,1,2,3,4,0,4,11,2,18,0,16,0,2,2,350,14.95356129,4.895483476,0,0,25.76772402,5.508330501,14.59435665,21.55768883,13.17124514,11.76188495,61.35335416,108.9648707,85.32170024,23.79663368,7,39.53823925,66.07842594,0,14.52191433,5.414990469,65.76738265,81.54136712,118.7845139,0,0,14.9387932,24.54601769,0,23.36282484,115.4174333,24.59740724,5.414990469,55.45220106,117.3214281,5.022633314,5.57310453,0,128.36,0,-3.255323386,0,0,0,0,0,0,95.79389142,69.40587641,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,3,1,1,0,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.104648967,974.634,8.8332,11,11,2,2,2,0,11,0.225352113,22,3,30,251.8865,71,0,4,0,2,128.36,8.485152722,0.00010019,0.989830014,92.21419671,78.19160784,350,409,0,47,0,5,6,0,0,2,0,0,0,0,0,0,1,0,0,7,4,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,65,6,5.6,3,41,0
